pr_number,pr_title,pr_url,state,created_at,updated_at,closed_at,merged_at,merged,additions,deletions,changed_files,author_login,labels,review_count_reported
48589,feat(insights): Better layout of insight filters,https://github.com/PostHog/posthog/pull/48589,MERGED,2026-02-20T13:02:49Z,2026-02-23T09:10:27Z,2026-02-23T09:10:26Z,2026-02-23T09:10:26Z,True,8,8,20,sampennington,,6
48490,fix(hooks): simplify useKeyHeld from Set to boolean ref,https://github.com/PostHog/posthog/pull/48490,MERGED,2026-02-19T17:39:07Z,2026-02-23T08:56:35Z,2026-02-23T08:56:33Z,2026-02-23T08:56:33Z,True,18,45,1,pauldambra,,4
48602,fix(dashboard): Revert insight modal button size change,https://github.com/PostHog/posthog/pull/48602,MERGED,2026-02-20T14:13:18Z,2026-02-23T08:53:13Z,2026-02-23T08:53:10Z,2026-02-23T08:53:10Z,True,2,2,7,sampennington,,2
47987,fix(llm-analytics): re-apply tab-aware changes with bug fix,https://github.com/PostHog/posthog/pull/47987,MERGED,2026-02-14T09:15:12Z,2026-02-23T08:19:59Z,2026-02-23T08:19:57Z,2026-02-23T08:19:57Z,True,494,259,41,richardsolomou,,8
47024,Track insight query changes in alert checks,https://github.com/PostHog/posthog/pull/47024,CLOSED,2026-02-05T19:06:54Z,2026-02-23T07:47:10Z,2026-02-23T07:47:10Z,,False,272,27,13,robbie-c,stale,1
47042,chore: Add stories for customer analytics scene,https://github.com/PostHog/posthog/pull/47042,OPEN,2026-02-05T20:39:50Z,2026-02-23T07:47:06Z,,,False,699,5,12,arthurdedeus,stale,3
47096,fix(plugin-server): settle Neon Deferred on drop to prevent crash,https://github.com/PostHog/posthog/pull/47096,CLOSED,2026-02-06T09:42:19Z,2026-02-23T07:47:03Z,2026-02-23T07:47:03Z,,False,61,21,1,am-design-works,stale,2
47164,Remove unused stale enum,https://github.com/PostHog/posthog/pull/47164,CLOSED,2026-02-06T18:08:32Z,2026-02-23T07:46:59Z,2026-02-23T07:46:59Z,,False,1444,155,7,robbie-c,stale,0
47198,feat(llma): per-message sentiment classification,https://github.com/PostHog/posthog/pull/47198,CLOSED,2026-02-07T00:07:06Z,2026-02-23T07:46:55Z,2026-02-23T07:46:55Z,,False,2588,99,45,andrewm4894,stale|team/llm-analytics,3
47206,chore(frontend): improve Jest test performance and reliability,https://github.com/PostHog/posthog/pull/47206,CLOSED,2026-02-07T03:25:50Z,2026-02-23T07:46:53Z,2026-02-23T07:46:53Z,,False,707,923,22,kriscoleman,stale,0
47207,feat(frontend): test only what's changed,https://github.com/PostHog/posthog/pull/47207,CLOSED,2026-02-07T03:38:53Z,2026-02-23T07:46:51Z,2026-02-23T07:46:51Z,,False,142,0,3,kriscoleman,stale,0
47246,"feat(llma): 3/5 add sentiment UI to traces, sessions, users, and dashboard",https://github.com/PostHog/posthog/pull/47246,OPEN,2026-02-08T13:22:35Z,2026-02-23T07:46:48Z,,,False,1009,107,22,andrewm4894,stale|team/llm-analytics,6
47247,feat(llma): 4/5 add dedicated sentiment temporal worker,https://github.com/PostHog/posthog/pull/47247,OPEN,2026-02-08T13:22:38Z,2026-02-23T07:46:46Z,,,False,96,0,5,andrewm4894,stale|team/llm-analytics,4
47248,feat(llma): 5/5 route sentiment workflows to dedicated task queue,https://github.com/PostHog/posthog/pull/47248,OPEN,2026-02-08T13:22:40Z,2026-02-23T07:46:43Z,,,False,1,1,1,andrewm4894,stale|team/llm-analytics,1
47256,feat(llma): add sentiment event type and exclude from billing,https://github.com/PostHog/posthog/pull/47256,OPEN,2026-02-08T20:30:34Z,2026-02-23T07:46:41Z,,,False,84,25,6,andrewm4894,stale|team/llm-analytics,4
47257,feat(llma): 1/5 add sentiment classification model and temporal workflow,https://github.com/PostHog/posthog/pull/47257,OPEN,2026-02-08T20:30:36Z,2026-02-23T07:46:39Z,,,False,1949,254,16,andrewm4894,stale|team/llm-analytics,5
47258,feat(llma): 2/5 add Kafka scheduler for sentiment classification,https://github.com/PostHog/posthog/pull/47258,OPEN,2026-02-08T20:30:38Z,2026-02-23T07:46:37Z,,,False,1037,3,10,andrewm4894,stale|team/llm-analytics,4
47260,chore(mcp): remove deprecated is_simple_flag from generated client,https://github.com/PostHog/posthog/pull/47260,CLOSED,2026-02-08T23:37:34Z,2026-02-23T07:46:36Z,2026-02-23T07:46:36Z,,False,22749,16892,1,harihran-del,stale,0
47267,fix(property-filters): validate semver inputs,https://github.com/PostHog/posthog/pull/47267,CLOSED,2026-02-09T05:14:14Z,2026-02-23T07:46:32Z,2026-02-23T07:46:32Z,,False,92,4,2,harihran-del,stale,2
47360,feat(lemon): stick headers on lemon table. default on,https://github.com/PostHog/posthog/pull/47360,OPEN,2026-02-09T19:12:25Z,2026-02-23T07:46:28Z,,,False,25,1,9,andrewjmcgehee,stale,6
47828,feat: conversation assignee quick assign,https://github.com/PostHog/posthog/pull/47828,OPEN,2026-02-13T01:59:36Z,2026-02-23T07:46:06Z,,,False,24,11,1,darkopia,stale,1
47854,feat: Warn when filters or mapping events conflict with project events,https://github.com/PostHog/posthog/pull/47854,OPEN,2026-02-13T10:15:56Z,2026-02-23T07:46:03Z,,,False,141,5,4,luke-belton,stale,2
47871,feat(tracing): add tracing product frontend proof-of-concept,https://github.com/PostHog/posthog/pull/47871,OPEN,2026-02-13T12:58:46Z,2026-02-23T07:46:01Z,,,False,1825,10,19,jonmcwest,stale,3
47892,fix: move the placeholder,https://github.com/PostHog/posthog/pull/47892,OPEN,2026-02-13T14:40:33Z,2026-02-23T07:45:58Z,,,False,11,5,2,darkopia,stale,0
47893,"fix(ux/growth): reduce the onboarding target button for smaller devices, and straight…",https://github.com/PostHog/posthog/pull/47893,OPEN,2026-02-13T14:48:24Z,2026-02-23T07:45:56Z,,,False,63,34,1,adamleithp,stale,2
47899,chore(tests): Create replica lag testing suite,https://github.com/PostHog/posthog/pull/47899,OPEN,2026-02-13T15:25:04Z,2026-02-23T07:45:51Z,,,False,658,5,9,vdekrijger,stale,0
47937,chore(product tours): host site interaction bugfixes,https://github.com/PostHog/posthog/pull/47937,OPEN,2026-02-13T21:55:28Z,2026-02-23T07:45:47Z,,,False,42,7,5,adboio,stale,0
47940,fix(flags): clear value when switching between date and non-date operators,https://github.com/PostHog/posthog/pull/47940,OPEN,2026-02-13T22:10:50Z,2026-02-23T07:45:45Z,,,False,8,0,1,nielskaspers,stale,0
47953,feat: add star rating to surveys,https://github.com/PostHog/posthog/pull/47953,OPEN,2026-02-14T02:11:07Z,2026-02-23T07:45:43Z,,,False,176,21,13,fercgomes,stale,0
47991,Replace per-failure matview emails with daily digest,https://github.com/PostHog/posthog/pull/47991,OPEN,2026-02-14T16:36:02Z,2026-02-23T07:45:41Z,,,False,383,59,8,sakce,stale,0
48003,Move snapshot parsing logic into worker thread,https://github.com/PostHog/posthog/pull/48003,OPEN,2026-02-15T09:47:35Z,2026-02-23T07:45:40Z,,,False,730,453,18,pauldambra,stale,2
48693,fix(insights): make Refresh button more discoverable with accent background,https://github.com/PostHog/posthog/pull/48693,OPEN,2026-02-23T00:44:05Z,2026-02-23T00:46:30Z,,,False,1,1,1,willwearing,,1
48678,feat: WoW change,https://github.com/PostHog/posthog/pull/48678,MERGED,2026-02-22T09:35:11Z,2026-02-23T00:42:12Z,2026-02-22T15:27:24Z,2026-02-22T15:27:24Z,True,188,14,5,ablaszkiewicz,,4
47073,chore: add automatic team scoping infrastructure for IDOR prevention,https://github.com/PostHog/posthog/pull/47073,CLOSED,2026-02-06T02:47:39Z,2026-02-22T23:39:12Z,2026-02-22T23:39:08Z,,False,1402,0,10,haacked,stale,0
48600,fix(llma): add tooltip explaining date filter behavior on sessions tab,https://github.com/PostHog/posthog/pull/48600,MERGED,2026-02-20T14:01:27Z,2026-02-22T20:31:16Z,2026-02-22T20:31:14Z,2026-02-22T20:31:14Z,True,9,4,1,andrewm4894,team/llm-analytics,3
48654,feat(search): add Ask PostHog AI as first result,https://github.com/PostHog/posthog/pull/48654,MERGED,2026-02-21T02:59:49Z,2026-02-22T19:41:20Z,2026-02-22T19:41:18Z,2026-02-22T19:41:18Z,True,607,37,11,timgl,,3
48687,feat: remove reduntant info,https://github.com/PostHog/posthog/pull/48687,MERGED,2026-02-22T17:25:38Z,2026-02-22T19:31:05Z,2026-02-22T19:31:04Z,2026-02-22T19:31:04Z,True,6,30,6,ablaszkiewicz,,2
48489,fix(hooks): simplify useIsHovering ref handling,https://github.com/PostHog/posthog/pull/48489,MERGED,2026-02-19T17:36:43Z,2026-02-22T18:38:50Z,2026-02-22T18:38:48Z,2026-02-22T18:38:48Z,True,10,16,1,pauldambra,,1
48488,fix(hooks): use useLayoutEffect in useFloatingContainerContext,https://github.com/PostHog/posthog/pull/48488,MERGED,2026-02-19T17:36:41Z,2026-02-22T16:52:31Z,2026-02-22T16:52:29Z,2026-02-22T16:52:28Z,True,2,2,1,pauldambra,,1
48487,fix(hooks): clean up requestAnimationFrame in useColumnWidths,https://github.com/PostHog/posthog/pull/48487,MERGED,2026-02-19T17:36:39Z,2026-02-22T15:42:12Z,2026-02-22T15:42:10Z,2026-02-22T15:42:10Z,True,3,3,1,pauldambra,,1
47052,Upgrade @testing-library libs + reduce output of test:unit command,https://github.com/PostHog/posthog/pull/47052,CLOSED,2026-02-05T21:45:21Z,2026-02-22T15:34:38Z,2026-02-22T15:34:38Z,,False,87800,500,25,gantoine,,6
48670,chore: copy to clipboard matview failed error,https://github.com/PostHog/posthog/pull/48670,MERGED,2026-02-21T21:13:24Z,2026-02-22T15:11:58Z,2026-02-22T15:11:56Z,2026-02-22T15:11:56Z,True,8,6,1,sakce,,2
48598,fix(llma): wire up load-more pagination on session detail page,https://github.com/PostHog/posthog/pull/48598,MERGED,2026-02-20T13:57:22Z,2026-02-22T15:11:29Z,2026-02-22T15:11:27Z,2026-02-22T15:11:27Z,True,19,3,2,andrewm4894,team/llm-analytics,3
48682,GLM-5 Modal hosting,https://github.com/PostHog/posthog/pull/48682,OPEN,2026-02-22T11:45:27Z,2026-02-22T14:16:42Z,,,False,530,7,10,joshsny,,0
48684,User rate limit message naming,https://github.com/PostHog/posthog/pull/48684,CLOSED,2026-02-22T12:03:38Z,2026-02-22T12:04:51Z,2026-02-22T12:04:51Z,,False,359,162,6,joshsny,,0
48664,chore(e2e): Upgrade playwright to 1.58.2,https://github.com/PostHog/posthog/pull/48664,CLOSED,2026-02-21T15:18:42Z,2026-02-22T11:56:36Z,2026-02-22T11:56:36Z,,False,53,18,806,sampennington,,0
47091,fix: sandbox command quoting,https://github.com/PostHog/posthog/pull/47091,CLOSED,2026-02-06T09:26:30Z,2026-02-22T11:45:30Z,2026-02-22T11:45:30Z,,False,155,30,5,joshsny,stale,7
48680,Twig llm rate limits,https://github.com/PostHog/posthog/pull/48680,CLOSED,2026-02-22T11:34:42Z,2026-02-22T11:41:20Z,2026-02-22T11:41:20Z,,False,355,162,6,joshsny,,0
48002,chore(deps): bump the other-dependencies group across 1 directory with 61 updates,https://github.com/PostHog/posthog/pull/48002,CLOSED,2026-02-15T08:29:16Z,2026-02-22T08:27:25Z,2026-02-22T08:27:23Z,,False,599,568,2,dependabot,dependencies|python:uv,0
48676,chore(deps): bump step-security/changed-files from 46.0.5 to 47.0.1,https://github.com/PostHog/posthog/pull/48676,OPEN,2026-02-22T08:03:15Z,2026-02-22T08:07:19Z,,,False,2,2,2,dependabot,dependencies|github_actions,0
47999,chore(deps): bump datadrivers/terragrunt-action from 4.1.0 to 4.1.4,https://github.com/PostHog/posthog/pull/47999,OPEN,2026-02-15T08:03:17Z,2026-02-22T08:04:22Z,,,False,2,2,1,dependabot,dependencies|github_actions,0
47825,fix(onboarding): Update example posthog.capture call in python onboarding doc,https://github.com/PostHog/posthog/pull/47825,OPEN,2026-02-13T01:43:12Z,2026-02-22T05:19:24Z,,,False,1,1,1,ericls,stale,1
48675,fix(tests): use freeze_time in test_period_not_final to fix flakiness,https://github.com/PostHog/posthog/pull/48675,MERGED,2026-02-22T02:56:48Z,2026-02-22T03:47:45Z,2026-02-22T03:47:42Z,2026-02-22T03:47:42Z,True,15,14,2,haacked,,2
48486,fix(hooks): remove vendor prefixes from usePageVisibility,https://github.com/PostHog/posthog/pull/48486,MERGED,2026-02-19T17:36:38Z,2026-02-21T22:26:55Z,2026-02-21T22:26:53Z,2026-02-21T22:26:53Z,True,3,15,1,pauldambra,,1
48485,fix(hooks): use RefObject type and null init in useD3,https://github.com/PostHog/posthog/pull/48485,MERGED,2026-02-19T17:36:36Z,2026-02-21T21:51:35Z,2026-02-21T21:51:33Z,2026-02-21T21:51:33Z,True,4,5,1,pauldambra,,1
48669,chore: avoid duplicate npm packages,https://github.com/PostHog/posthog/pull/48669,OPEN,2026-02-21T20:19:56Z,2026-02-21T21:30:19Z,,,False,510,1179,36,pauldambra,,3
48667,feat: tag weekly digest queries,https://github.com/PostHog/posthog/pull/48667,MERGED,2026-02-21T17:54:32Z,2026-02-21T19:57:23Z,2026-02-21T19:57:21Z,2026-02-21T19:57:21Z,True,13,0,1,ablaszkiewicz,,1
48607,fix: sql editor output table class,https://github.com/PostHog/posthog/pull/48607,MERGED,2026-02-20T15:00:14Z,2026-02-21T18:55:43Z,2026-02-21T18:55:41Z,2026-02-21T18:55:41Z,True,1,1,1,sakce,,1
48662,feat: add some events to weekly digest,https://github.com/PostHog/posthog/pull/48662,MERGED,2026-02-21T11:08:10Z,2026-02-21T17:48:58Z,2026-02-21T17:48:56Z,2026-02-21T17:48:56Z,True,25,13,6,ablaszkiewicz,,3
48665,fix(ci): handle duplicate snapshot patches across shards,https://github.com/PostHog/posthog/pull/48665,MERGED,2026-02-21T17:15:00Z,2026-02-21T17:27:34Z,2026-02-21T17:27:32Z,2026-02-21T17:27:32Z,True,29,1,1,mendral-app,,0
48663,fix: speculative don't hold a reference to the DOM,https://github.com/PostHog/posthog/pull/48663,MERGED,2026-02-21T14:55:03Z,2026-02-21T15:08:29Z,2026-02-21T15:08:28Z,2026-02-21T15:08:28Z,True,10,4,1,pauldambra,,1
48277,feat(llma): (2/3) add on-demand sentiment classification backend,https://github.com/PostHog/posthog/pull/48277,MERGED,2026-02-18T09:56:41Z,2026-02-21T11:55:05Z,2026-02-21T11:55:03Z,2026-02-21T11:55:03Z,True,1571,0,24,andrewm4894,team/llm-analytics,25
48661,fix: truncate stuff in et weekly digest,https://github.com/PostHog/posthog/pull/48661,MERGED,2026-02-21T10:12:54Z,2026-02-21T10:46:33Z,2026-02-21T10:46:31Z,2026-02-21T10:46:31Z,True,7,7,2,ablaszkiewicz,,2
48657,fix: support query timeout,https://github.com/PostHog/posthog/pull/48657,MERGED,2026-02-21T08:04:41Z,2026-02-21T10:06:50Z,2026-02-21T10:06:49Z,2026-02-21T10:06:49Z,True,69,50,2,veryayskiy,,4
48372,fix: prevent duplicate toasts by using deterministic IDs for string messages,https://github.com/PostHog/posthog/pull/48372,MERGED,2026-02-18T20:59:37Z,2026-02-21T09:41:38Z,2026-02-21T08:50:07Z,2026-02-21T08:50:07Z,True,19,9,1,pauldambra,,4
48655,fix: clean up gemini uploaded files,https://github.com/PostHog/posthog/pull/48655,MERGED,2026-02-21T06:36:04Z,2026-02-21T09:33:35Z,2026-02-21T07:31:54Z,2026-02-21T07:31:54Z,True,104,52,7,adboio,,3
48022,Clarify feature flag enabled/disabled toggle state,https://github.com/PostHog/posthog/pull/48022,OPEN,2026-02-16T09:01:01Z,2026-02-21T09:10:17Z,,,False,36,24,1,Greeva48,,2
48433,feat: ET weekly digest,https://github.com/PostHog/posthog/pull/48433,MERGED,2026-02-19T11:23:02Z,2026-02-21T08:45:58Z,2026-02-21T08:45:56Z,2026-02-21T08:45:56Z,True,1004,1,16,ablaszkiewicz,,10
48656,suggestion,https://github.com/PostHog/posthog/pull/48656,OPEN,2026-02-21T07:11:19Z,2026-02-21T07:53:15Z,,,False,34,30,9,aspicer,,0
48509,feat: recover tickets in support product,https://github.com/PostHog/posthog/pull/48509,MERGED,2026-02-19T19:26:16Z,2026-02-21T06:51:41Z,2026-02-21T06:51:39Z,2026-02-21T06:51:39Z,True,167,4,5,veryayskiy,,1
47265,chore(project-tree): share product type mapping,https://github.com/PostHog/posthog/pull/47265,OPEN,2026-02-09T05:00:05Z,2026-02-21T05:33:25Z,,,False,39,43,3,harihran-del,stale,1
47519,fix: use dvh units instead of vh for proper iPadOS Safari viewport height,https://github.com/PostHog/posthog/pull/47519,OPEN,2026-02-10T18:43:59Z,2026-02-21T03:53:44Z,,,False,9,9,2,themavik,stale,2
48404,chore(product tours): add step order history to main app,https://github.com/PostHog/posthog/pull/48404,MERGED,2026-02-19T05:20:09Z,2026-02-21T01:28:44Z,2026-02-21T01:28:41Z,2026-02-21T01:28:41Z,True,38,33,3,adboio,,2
48393,feat(product tours): product tour draft frontend,https://github.com/PostHog/posthog/pull/48393,MERGED,2026-02-18T23:12:25Z,2026-02-21T01:10:51Z,2026-02-21T01:10:49Z,2026-02-21T01:10:49Z,True,373,151,10,adboio,,2
46798,feat(take 2): add project secret api key API & authenticator,https://github.com/PostHog/posthog/pull/46798,OPEN,2026-02-04T08:25:01Z,2026-02-21T00:57:46Z,,,False,1552,73,23,sakce,stale,15
48392,feat(product tours): add draft system backend,https://github.com/PostHog/posthog/pull/48392,MERGED,2026-02-18T23:12:24Z,2026-02-21T00:55:42Z,2026-02-21T00:55:41Z,2026-02-21T00:55:41Z,True,519,1,7,adboio,,5
48628,feat(surveys): add form_content to surveys model,https://github.com/PostHog/posthog/pull/48628,CLOSED,2026-02-20T19:19:29Z,2026-02-21T00:47:40Z,2026-02-21T00:47:40Z,,False,43,8,9,adboio,,0
48627,feat(surveys): initial commit: new form builder,https://github.com/PostHog/posthog/pull/48627,CLOSED,2026-02-20T19:19:28Z,2026-02-21T00:47:35Z,2026-02-21T00:47:35Z,,False,102,1,9,adboio,,0
47602,feat(flags): batch process feature flags during cache updates,https://github.com/PostHog/posthog/pull/47602,MERGED,2026-02-11T11:52:12Z,2026-02-21T00:21:24Z,2026-02-21T00:21:22Z,2026-02-21T00:21:22Z,True,325,495,4,haacked,,13
48649,feat(capture): update rate limiter histogram metrics and bucket scheme,https://github.com/PostHog/posthog/pull/48649,MERGED,2026-02-20T23:46:34Z,2026-02-21T00:15:36Z,2026-02-21T00:15:34Z,2026-02-21T00:15:34Z,True,24,4,2,eli-r-ph,,1
47433,fix: add virtualization support to LemonTable for large datasets,https://github.com/PostHog/posthog/pull/47433,OPEN,2026-02-10T11:12:15Z,2026-02-20T23:55:25Z,,,False,818,182,69,pauldambra,,6
48648,perf(web-analytics): add logs and prom metrics for web analytics queries,https://github.com/PostHog/posthog/pull/48648,OPEN,2026-02-20T23:18:57Z,2026-02-20T23:33:00Z,,,False,317,0,3,lricoy,,2
48647,fix(toolbar): scroll depth canvas tooltip text color for accessibility,https://github.com/PostHog/posthog/pull/48647,MERGED,2026-02-20T23:12:18Z,2026-02-20T23:24:35Z,2026-02-20T23:24:34Z,2026-02-20T23:24:33Z,True,1,1,1,fercgomes,,1
45975,feat(activity): allow person properties on session explorer,https://github.com/PostHog/posthog/pull/45975,OPEN,2026-01-27T02:36:51Z,2026-02-20T23:10:27Z,,,False,1975,18,8,lricoy,,4
46868,feat(notebooks): draggable text node - attempt 2,https://github.com/PostHog/posthog/pull/46868,OPEN,2026-02-04T17:45:18Z,2026-02-20T22:36:19Z,,,False,491,11,7,raquelmsmith,stale,0
48063,feat(experiments): adding scene sections to the AI buttons.,https://github.com/PostHog/posthog/pull/48063,CLOSED,2026-02-16T13:50:06Z,2026-02-20T22:17:57Z,2026-02-18T03:39:26Z,,False,39,8,21,rodrigoi,,5
48642,fix(docker): shallow clone pinned Unit release ref,https://github.com/PostHog/posthog/pull/48642,OPEN,2026-02-20T21:07:16Z,2026-02-20T21:55:17Z,,,False,41,2,1,webjunkie,codex,1
44612,chore(hogli): restructure as standalone package,https://github.com/PostHog/posthog/pull/44612,OPEN,2026-01-09T10:02:57Z,2026-02-20T21:33:48Z,,,False,1031,824,78,webjunkie,waiting,0
48641,fix: return empty 204 from Vercel proxy instead of body with {},https://github.com/PostHog/posthog/pull/48641,MERGED,2026-02-20T20:53:28Z,2026-02-20T21:32:33Z,2026-02-20T21:32:32Z,2026-02-20T21:32:32Z,True,29,0,2,MattBro,,2
48639,fix: apply searchTerm filter in logs query runner,https://github.com/PostHog/posthog/pull/48639,MERGED,2026-02-20T20:51:47Z,2026-02-20T21:24:40Z,2026-02-20T21:24:39Z,2026-02-20T21:24:39Z,True,75,0,2,MattBro,,2
48618,fix(docker): use unit 1.34.2 as base image,https://github.com/PostHog/posthog/pull/48618,CLOSED,2026-02-20T16:43:54Z,2026-02-20T21:09:13Z,2026-02-20T21:09:12Z,,False,53,2,1,webjunkie,codex,2
47824,feat(web-analytics): use single column layout below laptop resolution,https://github.com/PostHog/posthog/pull/47824,MERGED,2026-02-13T01:22:36Z,2026-02-20T21:01:04Z,2026-02-20T21:01:03Z,2026-02-20T21:01:03Z,True,75,52,12,lricoy,stale,1
48636,feat(cdp): improve Vercel log drain with snake_case props and PostHog standard fields,https://github.com/PostHog/posthog/pull/48636,MERGED,2026-02-20T20:38:01Z,2026-02-20T20:55:25Z,2026-02-20T20:55:24Z,2026-02-20T20:55:24Z,True,193,167,3,lricoy,,3
47511,refactor(sessions): replace custom events table with DataTable query component,https://github.com/PostHog/posthog/pull/47511,OPEN,2026-02-10T17:24:48Z,2026-02-20T20:54:43Z,,,False,122,849,8,lricoy,stale,2
48638,chore(deps): bump aws-sdk from 2.1366.0 to 2.1693.0 in /nodejs in the npm_and_yarn group across 1 directory,https://github.com/PostHog/posthog/pull/48638,OPEN,2026-02-20T20:46:19Z,2026-02-20T20:46:23Z,,,False,1,1,1,dependabot,dependencies|javascript,0
46784,chore(deps): bump the npm_and_yarn group across 2 directories with 3 updates,https://github.com/PostHog/posthog/pull/46784,CLOSED,2026-02-04T02:47:28Z,2026-02-20T20:46:14Z,2026-02-20T20:46:13Z,,False,365,120,3,dependabot,dependencies|javascript,0
48585,chore(deps): Update posthog-js to 1.352.0,https://github.com/PostHog/posthog/pull/48585,MERGED,2026-02-20T12:48:06Z,2026-02-20T20:42:25Z,2026-02-20T20:42:23Z,2026-02-20T20:42:23Z,True,25,25,4,posthog-js-upgrader,,2
